Year,Diseases Name,State,Deaths,Age-adjusted Death Rate
2000,Acute Diarrhoeal Dieases,Punjab,613,14.3
1999,Acute Diarrhoeal Dieases,Punjab,574,13.7
2016,Acute Diarrhoeal Dieases,Assam,397,10.1
2015,Acute Diarrhoeal Dieases,Assam,384,9.9
2014,Acute Diarrhoeal Dieases,Assam,379,9.8
2013,Acute Diarrhoeal Dieases,Assam,330,8.7
2012,Acute Diarrhoeal Dieases,Assam,368,9.9
2011,Acute Diarrhoeal Dieases,Assam,370,9.8
2010,Acute Diarrhoeal Dieases,Assam,353,9.4
2009,Acute Diarrhoeal Dieases,Assam,316,8.5
2008,Acute Diarrhoeal Dieases,Assam,315,8.5
2007,Acute Diarrhoeal Dieases,Assam,271,7.3
2006,Acute Diarrhoeal Dieases,Assam,292,8
2005,Acute Diarrhoeal Dieases,Assam,295,8.1
2004,Acute Diarrhoeal Dieases,Assam,294,8.2
2003,Acute Diarrhoeal Dieases,Assam,272,7.5
2002,Acute Diarrhoeal Dieases,Assam,260,7.3
2001,Acute Diarrhoeal Dieases,Assam,283,8.1
2000,Acute Diarrhoeal Dieases,Assam,304,8.8
1999,Acute Diarrhoeal Dieases,Assam,274,7.9
2016,Acute Diarrhoeal Dieases,Bihar,119,11.5
2015,Acute Diarrhoeal Dieases,Bihar,122,12.6
2014,Acute Diarrhoeal Dieases,Bihar,126,13.2
2013,Acute Diarrhoeal Dieases,Bihar,122,12.5
2012,Acute Diarrhoeal Dieases,Bihar,125,13.2
2011,Acute Diarrhoeal Dieases,Bihar,105,11
2010,Acute Diarrhoeal Dieases,Bihar,106,11.3
2009,Acute Diarrhoeal Dieases,Bihar,107,11.7
2008,Acute Diarrhoeal Dieases,Bihar,109,11.9
2007,Acute Diarrhoeal Dieases,Bihar,95,10.6
2006,Acute Diarrhoeal Dieases,Bihar,91,10.3
2005,Acute Diarrhoeal Dieases,Bihar,83,9.7
2004,Acute Diarrhoeal Dieases,Bihar,93,11
2003,Acute Diarrhoeal Dieases,Bihar,94,11.4
2002,Acute Diarrhoeal Dieases,Bihar,74,9.1
2001,Acute Diarrhoeal Dieases,Bihar,108,13.5
2000,Acute Diarrhoeal Dieases,Bihar,82,10.4
1999,Acute Diarrhoeal Dieases,Bihar,86,11
2016,Acute Diarrhoeal Dieases,Haryana,40,5.2
2015,Acute Diarrhoeal Dieases,Haryana,34,4.9
2014,Acute Diarrhoeal Dieases,Haryana,52,7.8
2013,Acute Diarrhoeal Dieases,Haryana,38,5.7
2012,Acute Diarrhoeal Dieases,Haryana,37,5.7
2011,Acute Diarrhoeal Dieases,Haryana,37,5.6
2010,Acute Diarrhoeal Dieases,Haryana,41,6.9
2009,Acute Diarrhoeal Dieases,Haryana,29,4.4
2008,Acute Diarrhoeal Dieases,Haryana,43,7.3
2007,Acute Diarrhoeal Dieases,Haryana,36,6
2006,Acute Diarrhoeal Dieases,Haryana,30,5.2
2005,Acute Diarrhoeal Dieases,Haryana,33,5.4
2004,Acute Diarrhoeal Dieases,Haryana,33,5.5
2003,Acute Diarrhoeal Dieases,Haryana,36,6.1
2002,Acute Diarrhoeal Dieases,Haryana,31,5.2
2001,Acute Diarrhoeal Dieases,Haryana,40,6.5
2000,Acute Diarrhoeal Dieases,Haryana,23,3.8
1999,Acute Diarrhoeal Dieases,Haryana,30,5.1
2016,Acute Diarrhoeal Dieases,Jammmu and Kashmir,3143,14
2015,Acute Diarrhoeal Dieases,Jammmu and Kashmir,3205,14.4
2014,Acute Diarrhoeal Dieases,Jammmu and Kashmir,3035,13.9
2013,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2928,13.8
2012,Acute Diarrhoeal Dieases,Jammmu and Kashmir,3002,14.4
2011,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2880,13.9
2010,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2789,13.7
2009,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2858,14.4
2008,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2740,13.9
2007,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2587,13.2
2006,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2440,12.6
2005,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2347,12.5
2004,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2389,13
2003,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2297,12.8
2002,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2338,13.3
2001,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2314,13.5
2000,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2086,12.4
1999,Acute Diarrhoeal Dieases,Jammmu and Kashmir,2029,12.2
2016,Acute Diarrhoeal Dieases,Gujrat,1409,13.3
2015,Acute Diarrhoeal Dieases,Gujrat,1317,12.7
2014,Acute Diarrhoeal Dieases,Gujrat,1295,12.6
2013,Acute Diarrhoeal Dieases,Gujrat,1212,12
2012,Acute Diarrhoeal Dieases,Gujrat,1168,11.7
2011,Acute Diarrhoeal Dieases,Gujrat,1157,11.7
2010,Acute Diarrhoeal Dieases,Gujrat,1133,11.7
2009,Acute Diarrhoeal Dieases,Gujrat,1134,11.9
2008,Acute Diarrhoeal Dieases,Gujrat,981,10.4
2007,Acute Diarrhoeal Dieases,Gujrat,997,10.9
2006,Acute Diarrhoeal Dieases,Gujrat,923,10.3
2005,Acute Diarrhoeal Dieases,Gujrat,924,10.6
2004,Acute Diarrhoeal Dieases,Gujrat,973,11.3
2003,Acute Diarrhoeal Dieases,Gujrat,972,11.6
2002,Acute Diarrhoeal Dieases,Gujrat,909,11.1
2001,Acute Diarrhoeal Dieases,Gujrat,935,11.4
2000,Acute Diarrhoeal Dieases,Gujrat,847,10.7
1999,Acute Diarrhoeal Dieases,Gujrat,873,11.2
2016,Acute Diarrhoeal Dieases,Odisha,174,12.1
2015,Acute Diarrhoeal Dieases,Odisha,201,13.5
2014,Acute Diarrhoeal Dieases,Odisha,204,13.8
2013,Acute Diarrhoeal Dieases,Odisha,171,11.8
2012,Acute Diarrhoeal Dieases,Odisha,190,13.1
2011,Acute Diarrhoeal Dieases,Odisha,181,12.8
2010,Acute Diarrhoeal Dieases,Odisha,207,15
2009,Acute Diarrhoeal Dieases,Odisha,175,12.5
2008,Acute Diarrhoeal Dieases,Odisha,133,9.7
2007,Acute Diarrhoeal Dieases,Odisha,133,9.5
2006,Acute Diarrhoeal Dieases,Odisha,120,9
2005,Acute Diarrhoeal Dieases,Odisha,107,8.2
2004,Acute Diarrhoeal Dieases,Odisha,116,8.9
2003,Acute Diarrhoeal Dieases,Odisha,131,10.2
2002,Acute Diarrhoeal Dieases,Odisha,120,9.5
2001,Acute Diarrhoeal Dieases,Odisha,136,10.9
2000,Acute Diarrhoeal Dieases,Odisha,137,11.2
1999,Acute Diarrhoeal Dieases,Odisha,136,11.1
2016,Acute Diarrhoeal Dieases,Kerala,351,21.4
2015,Acute Diarrhoeal Dieases,Kerala,359,22.1
2014,Acute Diarrhoeal Dieases,Kerala,320,20
2013,Acute Diarrhoeal Dieases,Kerala,308,19.2
2012,Acute Diarrhoeal Dieases,Kerala,297,19
2011,Acute Diarrhoeal Dieases,Kerala,281,18.2
2010,Acute Diarrhoeal Dieases,Kerala,290,18.8
2009,Acute Diarrhoeal Dieases,Kerala,304,20.3
2008,Acute Diarrhoeal Dieases,Kerala,252,16.7
2007,Acute Diarrhoeal Dieases,Kerala,223,15
2006,Acute Diarrhoeal Dieases,Kerala,222,15.8
2005,Acute Diarrhoeal Dieases,Kerala,228,16.5
2004,Acute Diarrhoeal Dieases,Kerala,236,17.6
2003,Acute Diarrhoeal Dieases,Kerala,217,16.4
2002,Acute Diarrhoeal Dieases,Kerala,202,15.5
2001,Acute Diarrhoeal Dieases,Kerala,210,16.3
2000,Acute Diarrhoeal Dieases,Kerala,167,13.3
1999,Acute Diarrhoeal Dieases,Kerala,181,14.8
2016,Acute Diarrhoeal Dieases,Madhya Pradesh,1415,10.7
2015,Acute Diarrhoeal Dieases,Madhya Pradesh,1363,10.3
2014,Acute Diarrhoeal Dieases,Madhya Pradesh,1398,10.5
2013,Acute Diarrhoeal Dieases,Madhya Pradesh,1321,9.9
2012,Acute Diarrhoeal Dieases,Madhya Pradesh,1292,9.8
2011,Acute Diarrhoeal Dieases,Madhya Pradesh,1226,9.3
2010,Acute Diarrhoeal Dieases,Madhya Pradesh,1178,9
2009,Acute Diarrhoeal Dieases,Madhya Pradesh,1177,9.1
2008,Acute Diarrhoeal Dieases,Madhya Pradesh,1198,9.3
2007,Acute Diarrhoeal Dieases,Madhya Pradesh,1108,8.6
2006,Acute Diarrhoeal Dieases,Madhya Pradesh,1010,7.9
2005,Acute Diarrhoeal Dieases,Madhya Pradesh,1086,8.6
2004,Acute Diarrhoeal Dieases,Madhya Pradesh,1028,8.1
2003,Acute Diarrhoeal Dieases,Madhya Pradesh,1011,8
2002,Acute Diarrhoeal Dieases,Madhya Pradesh,1145,9.2
2001,Acute Diarrhoeal Dieases,Madhya Pradesh,1139,9.2
2000,Acute Diarrhoeal Dieases,Madhya Pradesh,1003,8.1
1999,Acute Diarrhoeal Dieases,Madhya Pradesh,1020,8.3
2016,Acute Diarrhoeal Dieases,Manipur,1034,15.4
2015,Acute Diarrhoeal Dieases,Manipur,960,14.4
2014,Acute Diarrhoeal Dieases,Manipur,948,14.3
2013,Acute Diarrhoeal Dieases,Manipur,944,14.3
2012,Acute Diarrhoeal Dieases,Manipur,940,14.3
2011,Acute Diarrhoeal Dieases,Manipur,881,13.5
2010,Acute Diarrhoeal Dieases,Manipur,864,13.1
2009,Acute Diarrhoeal Dieases,Manipur,828,12.8
2008,Acute Diarrhoeal Dieases,Manipur,809,12.6
2007,Acute Diarrhoeal Dieases,Manipur,790,12.3
2006,Acute Diarrhoeal Dieases,Manipur,824,13
2005,Acute Diarrhoeal Dieases,Manipur,745,11.9
2004,Acute Diarrhoeal Dieases,Manipur,704,11.3
2003,Acute Diarrhoeal Dieases,Manipur,736,11.9
2002,Acute Diarrhoeal Dieases,Manipur,743,12.1
2001,Acute Diarrhoeal Dieases,Manipur,715,11.7
2000,Acute Diarrhoeal Dieases,Manipur,683,11.3
1999,Acute Diarrhoeal Dieases,Manipur,628,10.4
2016,Acute Diarrhoeal Dieases,Nagaland,451,14.6
2015,Acute Diarrhoeal Dieases,Nagaland,433,13.9
2014,Acute Diarrhoeal Dieases,Nagaland,407,12.9
2013,Acute Diarrhoeal Dieases,Nagaland,447,14.4
2012,Acute Diarrhoeal Dieases,Nagaland,383,12.7
2011,Acute Diarrhoeal Dieases,Nagaland,422,13.9
2010,Acute Diarrhoeal Dieases,Nagaland,372,12.1
2009,Acute Diarrhoeal Dieases,Nagaland,361,11.9
2008,Acute Diarrhoeal Dieases,Nagaland,380,12.6
2007,Acute Diarrhoeal Dieases,Nagaland,322,10.7
2006,Acute Diarrhoeal Dieases,Nagaland,334,11.2
2005,Acute Diarrhoeal Dieases,Nagaland,333,11.2
2004,Acute Diarrhoeal Dieases,Nagaland,343,11.5
2003,Acute Diarrhoeal Dieases,Nagaland,352,11.9
2002,Acute Diarrhoeal Dieases,Nagaland,314,10.7
2001,Acute Diarrhoeal Dieases,Nagaland,304,10.2
2000,Acute Diarrhoeal Dieases,Nagaland,289,9.8
1999,Acute Diarrhoeal Dieases,Nagaland,305,10.3
2016,Acute Diarrhoeal Dieases,Rajasthan,514,17.9
2015,Acute Diarrhoeal Dieases,Rajasthan,477,16.3
2014,Acute Diarrhoeal Dieases,Rajasthan,455,15.7
2013,Acute Diarrhoeal Dieases,Rajasthan,425,14.7
2012,Acute Diarrhoeal Dieases,Rajasthan,502,17.4
2011,Acute Diarrhoeal Dieases,Rajasthan,394,13.8
2010,Acute Diarrhoeal Dieases,Rajasthan,401,14
2009,Acute Diarrhoeal Dieases,Rajasthan,382,13.6
2008,Acute Diarrhoeal Dieases,Rajasthan,337,12.1
2007,Acute Diarrhoeal Dieases,Rajasthan,382,13.7
2006,Acute Diarrhoeal Dieases,Rajasthan,379,13.9
2005,Acute Diarrhoeal Dieases,Rajasthan,362,13.3
2004,Acute Diarrhoeal Dieases,Rajasthan,370,13.7
2003,Acute Diarrhoeal Dieases,Rajasthan,347,12.8
2002,Acute Diarrhoeal Dieases,Rajasthan,345,12.7
2001,Acute Diarrhoeal Dieases,Rajasthan,293,10.9
2000,Acute Diarrhoeal Dieases,Rajasthan,325,12.2
1999,Acute Diarrhoeal Dieases,Rajasthan,299,11.2
2016,Acute Diarrhoeal Dieases,Sikkim,756,16.8
2015,Acute Diarrhoeal Dieases,Sikkim,776,17.1
2014,Acute Diarrhoeal Dieases,Sikkim,728,16
2013,Acute Diarrhoeal Dieases,Sikkim,701,15.6
2012,Acute Diarrhoeal Dieases,Sikkim,724,16.2
2011,Acute Diarrhoeal Dieases,Sikkim,675,15.2
2010,Acute Diarrhoeal Dieases,Sikkim,631,14.2
2009,Acute Diarrhoeal Dieases,Sikkim,592,13.5
2008,Acute Diarrhoeal Dieases,Sikkim,612,14
2007,Acute Diarrhoeal Dieases,Sikkim,649,15.1
2006,Acute Diarrhoeal Dieases,Sikkim,622,14.6
2005,Acute Diarrhoeal Dieases,Sikkim,566,13.4
2004,Acute Diarrhoeal Dieases,Sikkim,560,13.3
2003,Acute Diarrhoeal Dieases,Sikkim,567,13.6
2002,Acute Diarrhoeal Dieases,Sikkim,540,13
2001,Acute Diarrhoeal Dieases,Sikkim,495,12.1
2000,Acute Diarrhoeal Dieases,Sikkim,521,12.8
1999,Acute Diarrhoeal Dieases,Sikkim,470,11.6
2016,Acute Diarrhoeal Dieases,Tamil Nadu,677,14.2
2015,Acute Diarrhoeal Dieases,Tamil Nadu,722,15.2
2014,Acute Diarrhoeal Dieases,Tamil Nadu,679,14.3
2013,Acute Diarrhoeal Dieases,Tamil Nadu,583,12.4
2012,Acute Diarrhoeal Dieases,Tamil Nadu,567,12.4
2011,Acute Diarrhoeal Dieases,Tamil Nadu,573,12.5
2010,Acute Diarrhoeal Dieases,Tamil Nadu,557,12.3
2009,Acute Diarrhoeal Dieases,Tamil Nadu,490,10.9
2008,Acute Diarrhoeal Dieases,Tamil Nadu,532,12
2007,Acute Diarrhoeal Dieases,Tamil Nadu,522,12
2006,Acute Diarrhoeal Dieases,Tamil Nadu,492,11.5
2005,Acute Diarrhoeal Dieases,Tamil Nadu,505,11
2004,Acute Diarrhoeal Dieases,Tamil Nadu,537,11.9
2003,Acute Diarrhoeal Dieases,Tamil Nadu,461,10.3
2002,Acute Diarrhoeal Dieases,Tamil Nadu,499,11.2
2001,Acute Diarrhoeal Dieases,Tamil Nadu,493,11.2
2000,Acute Diarrhoeal Dieases,Tamil Nadu,468,10.7
1999,Acute Diarrhoeal Dieases,Tamil Nadu,518,11.9
2016,Acute Diarrhoeal Dieases,Uttar Pradesh,226,15.9
2015,Acute Diarrhoeal Dieases,Uttar Pradesh,235,16
2014,Acute Diarrhoeal Dieases,Uttar Pradesh,220,15.7
2013,Acute Diarrhoeal Dieases,Uttar Pradesh,245,17.4
2012,Acute Diarrhoeal Dieases,Uttar Pradesh,209,14.5
2011,Acute Diarrhoeal Dieases,Uttar Pradesh,235,16.6
2010,Acute Diarrhoeal Dieases,Uttar Pradesh,186,13.2
2009,Acute Diarrhoeal Dieases,Uttar Pradesh,197,14
2008,Acute Diarrhoeal Dieases,Uttar Pradesh,181,12.7
2007,Acute Diarrhoeal Dieases,Uttar Pradesh,191,13.6
2006,Acute Diarrhoeal Dieases,Uttar Pradesh,158,11
2005,Acute Diarrhoeal Dieases,Uttar Pradesh,175,12.4
2004,Acute Diarrhoeal Dieases,Uttar Pradesh,171,12.4
2003,Acute Diarrhoeal Dieases,Uttar Pradesh,137,10
2002,Acute Diarrhoeal Dieases,Uttar Pradesh,166,12.5
2001,Acute Diarrhoeal Dieases,Uttar Pradesh,161,12.1
2000,Acute Diarrhoeal Dieases,Uttar Pradesh,154,11.8
1999,Acute Diarrhoeal Dieases,Uttar Pradesh,175,13.4
2016,Acute Diarrhoeal Dieases,Delhi,586,9.4
2015,Acute Diarrhoeal Dieases,Delhi,553,8.8
2014,Acute Diarrhoeal Dieases,Delhi,606,9.8
2013,Acute Diarrhoeal Dieases,Delhi,569,9.2
2012,Acute Diarrhoeal Dieases,Delhi,583,9.5
2011,Acute Diarrhoeal Dieases,Delhi,558,9.2
2010,Acute Diarrhoeal Dieases,Delhi,502,8.3
2009,Acute Diarrhoeal Dieases,Delhi,551,9.3
2008,Acute Diarrhoeal Dieases,Delhi,507,8.7
2007,Acute Diarrhoeal Dieases,Delhi,518,9
2006,Acute Diarrhoeal Dieases,Delhi,495,8.6
2005,Acute Diarrhoeal Dieases,Delhi,472,8.4
2004,Acute Diarrhoeal Dieases,Delhi,500,8.8
2003,Acute Diarrhoeal Dieases,Delhi,491,8.9
2002,Acute Diarrhoeal Dieases,Delhi,477,8.8
2001,Acute Diarrhoeal Dieases,Delhi,454,8.4
2000,Acute Diarrhoeal Dieases,Delhi,474,9
1999,Acute Diarrhoeal Dieases,Delhi,435,8.3
2016,Acute Diarrhoeal Dieases,Maharashtra,631,8.8
2015,Acute Diarrhoeal Dieases,Maharashtra,642,8.9
2014,Acute Diarrhoeal Dieases,Maharashtra,596,8.2
2013,Acute Diarrhoeal Dieases,Maharashtra,572,8.2
2012,Acute Diarrhoeal Dieases,Maharashtra,604,8.7
2011,Acute Diarrhoeal Dieases,Maharashtra,585,8.4
2010,Acute Diarrhoeal Dieases,Maharashtra,598,8.8
2009,Acute Diarrhoeal Dieases,Maharashtra,530,7.8
2008,Acute Diarrhoeal Dieases,Maharashtra,509,7.5
2007,Acute Diarrhoeal Dieases,Maharashtra,516,7.7
2006,Acute Diarrhoeal Dieases,Maharashtra,450,6.7
2005,Acute Diarrhoeal Dieases,Maharashtra,480,7.2
2004,Acute Diarrhoeal Dieases,Maharashtra,425,6.4
2003,Acute Diarrhoeal Dieases,Maharashtra,433,6.5
2002,Acute Diarrhoeal Dieases,Maharashtra,436,6.6
2001,Acute Diarrhoeal Dieases,Maharashtra,426,6.5
2000,Acute Diarrhoeal Dieases,Maharashtra,387,6
1999,Acute Diarrhoeal Dieases,Maharashtra,431,6.7
2016,Acute Diarrhoeal Dieases,West Bengal,1364,13.3
2015,Acute Diarrhoeal Dieases,West Bengal,1410,13.8
2014,Acute Diarrhoeal Dieases,West Bengal,1354,13.3
2013,Acute Diarrhoeal Dieases,West Bengal,1295,12.9
2012,Acute Diarrhoeal Dieases,West Bengal,1261,12.5
2011,Acute Diarrhoeal Dieases,West Bengal,1221,12.2
2010,Acute Diarrhoeal Dieases,West Bengal,1263,12.5
2009,Acute Diarrhoeal Dieases,West Bengal,1169,11.5
2008,Acute Diarrhoeal Dieases,West Bengal,1180,11.8
2007,Acute Diarrhoeal Dieases,West Bengal,1131,11.1
2006,Acute Diarrhoeal Dieases,West Bengal,1139,11.2
2005,Acute Diarrhoeal Dieases,West Bengal,1108,11
2004,Acute Diarrhoeal Dieases,West Bengal,1098,10.9
2003,Acute Diarrhoeal Dieases,West Bengal,1029,10.2
2002,Acute Diarrhoeal Dieases,West Bengal,1106,11.1
2001,Acute Diarrhoeal Dieases,West Bengal,1051,10.5
2000,Acute Diarrhoeal Dieases,West Bengal,974,9.9
1999,Acute Diarrhoeal Dieases,West Bengal,974,9.9
2016,Acute Diarrhoeal Dieases,Chandigarh,1373,13
2015,Acute Diarrhoeal Dieases,Chandigarh,1406,13.4
2014,Acute Diarrhoeal Dieases,Chandigarh,1352,13.1
2013,Acute Diarrhoeal Dieases,Chandigarh,1284,12.6
2012,Acute Diarrhoeal Dieases,Chandigarh,1286,12.7
2011,Acute Diarrhoeal Dieases,Chandigarh,1213,12.3
2010,Acute Diarrhoeal Dieases,Chandigarh,1174,12
2009,Acute Diarrhoeal Dieases,Chandigarh,1174,12.2
2008,Acute Diarrhoeal Dieases,Chandigarh,1162,12.3
2007,Acute Diarrhoeal Dieases,Chandigarh,1077,11.6
2006,Acute Diarrhoeal Dieases,Chandigarh,1106,12.2
2005,Acute Diarrhoeal Dieases,Chandigarh,1009,11.5
2004,Acute Diarrhoeal Dieases,Chandigarh,1027,11.9
2003,Acute Diarrhoeal Dieases,Chandigarh,955,11.2
2002,Acute Diarrhoeal Dieases,Chandigarh,986,11.8
2001,Acute Diarrhoeal Dieases,Chandigarh,997,12
2000,Acute Diarrhoeal Dieases,Chandigarh,971,12
1999,Acute Diarrhoeal Dieases,Chandigarh,884,11
2016,Acute Diarrhoeal Dieases,Lakshadweep,1707,14.2
2015,Acute Diarrhoeal Dieases,Lakshadweep,1650,13.9
2014,Acute Diarrhoeal Dieases,Lakshadweep,1491,12.6
2013,Acute Diarrhoeal Dieases,Lakshadweep,1526,12.9
2012,Acute Diarrhoeal Dieases,Lakshadweep,1542,13
2011,Acute Diarrhoeal Dieases,Lakshadweep,1465,12.3
2010,Acute Diarrhoeal Dieases,Lakshadweep,1439,12.2
2009,Acute Diarrhoeal Dieases,Lakshadweep,1176,10
2008,Acute Diarrhoeal Dieases,Lakshadweep,1412,12.2
2007,Acute Diarrhoeal Dieases,Lakshadweep,1295,11.1
2006,Acute Diarrhoeal Dieases,Lakshadweep,1325,11.3
2005,Acute Diarrhoeal Dieases,Lakshadweep,1341,11.5
2004,Acute Diarrhoeal Dieases,Lakshadweep,1319,11.4
2003,Acute Diarrhoeal Dieases,Lakshadweep,1074,9.3
2002,Acute Diarrhoeal Dieases,Lakshadweep,1287,11.2
2001,Acute Diarrhoeal Dieases,Lakshadweep,1219,10.6
2000,Acute Diarrhoeal Dieases,Lakshadweep,1088,9.5
1999,Acute Diarrhoeal Dieases,Lakshadweep,1102,9.7
2016,Acute Diarrhoeal Dieases,Goa,822,21
2015,Acute Diarrhoeal Dieases,Goa,790,20.3
2014,Acute Diarrhoeal Dieases,Goa,736,19.1
2013,Acute Diarrhoeal Dieases,Goa,665,17.2
2012,Acute Diarrhoeal Dieases,Goa,670,17.6
2011,Acute Diarrhoeal Dieases,Goa,693,18.5
2010,Acute Diarrhoeal Dieases,Goa,618,16.5
2009,Acute Diarrhoeal Dieases,Goa,567,15.3
2008,Acute Diarrhoeal Dieases,Goa,575,15.7
2007,Acute Diarrhoeal Dieases,Goa,531,14.7
2006,Acute Diarrhoeal Dieases,Goa,537,15
2005,Acute Diarrhoeal Dieases,Goa,522,14.8
2004,Acute Diarrhoeal Dieases,Goa,506,14.4
2003,Acute Diarrhoeal Dieases,Goa,476,13.7
2002,Acute Diarrhoeal Dieases,Goa,501,14.4
2001,Acute Diarrhoeal Dieases,Goa,515,14.9
2000,Acute Diarrhoeal Dieases,Goa,497,14.6
1999,Acute Diarrhoeal Dieases,Goa,492,14.4
